transaction_id,value_date,posted_at,amount,currency,dr_cr,merchant_name,reference,narrative,channel,account_type,city,keyword_hit,category_id,category_display_name
TX1570447740,2023-03-11,2023-03-12,4906.70,INR,DR,Amazon India,NB8119087,KOTAK NETBANK Amazon India marketplace NB8119087,NETBANKING,CURRENT,Delhi,marketplace,SHOPPING_ECOM,Shopping – E-commerce Marketplaces
TX7419911044,2023-02-10,2023-02-11,8782.49,INR,DR,Zoom,SUB694022,SUBSCRIPTION Zoom saas SUB694022,SUBSCRIPTION,CURRENT,Jaipur,saas,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX6968460820,2023-09-22,2023-09-24,847.88,INR,DR,Microsoft 365,SUB577324,SUBSCRIPTION Microsoft 365 renewal SUB577324,SUBSCRIPTION,CREDIT_CARD,Kolkata,renewal,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX8266168862,2023-11-15,2023-11-17,122288.28,INR,CR,Employer Payroll,NEFT3061933,NEFT NEFT3061933 ICICI CREDIT Employer Payroll reimbursement,NEFT,CURRENT,Delhi,reimbursement,INCOME,Income & Refunds
TX5013139020,2024-04-11,2024-04-13,1501.99,INR,DR,Vodafone Idea,AUTO934542,AUTOPAY Vodafone Idea data pack REF AUTO934542,AUTOPAY,SAVINGS,Jaipur,data pack,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX2702016317,2023-01-16,2023-01-16,34842.21,INR,DR,Reliance Digital,CARD538653,AMEX RELIANCE DIGITAL JAIPUR REF CARD538653,CARD,CREDIT_CARD,Jaipur,mi store,SHOPPING_ELECTRONICS,Shopping – Electronics & Appliances
TX4935382686,2024-04-07,2024-04-09,4357.11,INR,DR,Myntra,NB3743155,KOTAK NETBANK Myntra azn NB3743155,NETBANKING,CREDIT_CARD,Pune,azn,SHOPPING_ECOM,Shopping – E-commerce Marketplaces
TX6425026295,2023-03-08,2023-03-11,1099.13,INR,DR,Airtel Payments,NB2595214,AXIS NETBANK Airtel Payments vodafone NB2595214,NETBANKING,CURRENT,Bengaluru,vodafone,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX1069969261,2024-04-05,2024-04-07,12746.51,INR,DR,Milaap,UPI29475551,UPI/UPI29475551 Milaap@paytm relief fund KOLKATA,UPI,CREDIT_CARD,Kolkata,relief fund,CHARITY,Charity & Donations
TX6392993692,2024-01-24,2024-01-24,2544.43,INR,DR,Indian Oil Corporation,POS170415,POS KOCHI INDIAN OIL CORPORATION REF POS170415,POS,CURRENT,Kochi,diesel,FUEL,Fuel & Gas Stations
TX9748169857,2023-11-10,2023-11-10,24881.54,INR,DR,Groww,NEFT4306533,NEFT NEFT4306533 HDFC CREDIT Groww reversal,NEFT,CURRENT,Hyderabad,reversal,FINANCIAL_SERVICES,Financial Services & Charges
TX7529443665,2024-04-18,2024-04-21,2491.83,INR,DR,BSES Rajdhani Power,AUTO192051,AUTOPAY BSES Rajdhani Power electric bill REF AUTO192051,AUTOPAY,CURRENT,Ahmedabad,electric bill,UTILITIES_POWER,Utilities – Electricity
TX3553324760,2024-03-01,2024-03-02,10573.00,INR,DR,Zoom,CARD799042,VISA ZOOM HYDERABAD REF CARD799042,CARD,CURRENT,Hyderabad,adobe,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX3489403594,2023-04-18,2023-04-20,2856.80,INR,DR,Adani Electricity Mumbai,AUTO124691,AUTOPAY Adani Electricity Mumbai mseb REF AUTO124691,AUTOPAY,SAVINGS,Ahmedabad,mseb,UTILITIES_POWER,Utilities – Electricity
TX7569566972,2023-04-11,2023-04-11,60493.27,INR,DR,IKEA India,NB3544899,HDFC NETBANK IKEA India urban ladder NB3544899,NETBANKING,SAVINGS,Jaipur,urban ladder,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX2797475478,2024-01-21,2024-01-22,40848.85,INR,DR,1mg,UPI59197595,UPI/UPI59197595 1mg@upi apollo BENGALURU,UPI,CURRENT,Bengaluru,apollo,HEALTH,Health & Wellness
TX6788127209,2023-01-30,2023-01-30,17473.53,INR,DR,Fortis Healthcare,UPI99525123,UPI/UPI99525123 Fortis Healthcare@ibl apollo BENGALURU,UPI,SAVINGS,Bengaluru,apollo,HEALTH,Health & Wellness
TX4745446638,2023-06-07,2023-06-09,6547.79,INR,DR,Air India,CARD389087,VISA AIR INDIA BENGALURU REF CARD389087,CARD,CURRENT,Bengaluru,spicejet,TRAVEL,Travel – Flights & Rail
TX8860759721,2023-10-25,2023-10-28,2018.23,INR,DR,Airtel Payments,AUTO977988,AUTOPAY Airtel Payments prepaid REF AUTO977988,AUTOPAY,CURRENT,Chennai,prepaid,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX5775490479,2024-04-22,2024-04-25,44414.85,INR,DR,Coursera,AUTO267516,AUTOPAY Coursera udemy REF AUTO267516,AUTOPAY,CURRENT,Mumbai,udemy,EDUCATION,Education & Learning
TX6396251522,2024-03-02,2024-03-04,2235.76,INR,DR,Netflix,UPI17636300,UPI/UPI17636300 Netflix@okhdfcbank subscription PUNE,UPI,CREDIT_CARD,Pune,subscription,ENTERTAINMENT,Entertainment & Media
TX4189532993,2024-01-14,2024-01-16,4400.84,INR,DR,Bharat Petroleum,POS265978,POS HYDERABAD BHARAT PETROLEUM REF POS265978,POS,CREDIT_CARD,Hyderabad,bharat petroleum,FUEL,Fuel & Gas Stations
TX4640616860,2023-08-03,2023-08-03,4860.92,INR,DR,Adobe Creative Cloud,UPI30207012,UPI/UPI30207012 Adobe Creative Cloud@upi dropbox DELHI,UPI,CURRENT,Delhi,dropbox,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX7367421362,2023-06-19,2023-06-19,1497.10,INR,DR,Flipkart,CARD699334,AMEX FLIPKART KOLKATA REF CARD699334,CARD,CURRENT,Kolkata,azn,SHOPPING_ECOM,Shopping – E-commerce Marketplaces
TX7521038012,2023-01-22,2023-01-23,188345.12,INR,CR,Corporate Expense Desk,NEFT1304496,NEFT NEFT1304496 ICICI CREDIT Corporate Expense Desk reimbursement,NEFT,CURRENT,Pune,reimbursement,INCOME,Income & Refunds
TX9210444867,2023-03-19,2023-03-22,13472.57,INR,DR,Akshaya Patra Foundation,NB3275072,AXIS NETBANK Akshaya Patra Foundation ngo NB3275072,NETBANKING,SAVINGS,Kochi,ngo,CHARITY,Charity & Donations
TX2995121943,2024-04-13,2024-04-16,11083.92,INR,DR,Milaap,UPI29050663,UPI/UPI29050663 Milaap@paytm giveindia CHENNAI,UPI,CURRENT,Chennai,giveindia,CHARITY,Charity & Donations
TX1617779401,2023-11-06,2023-11-09,1248.15,INR,DR,BookMyShow,SUB816758,SUBSCRIPTION BookMyShow sony liv SUB816758,SUBSCRIPTION,SAVINGS,Ahmedabad,sony liv,ENTERTAINMENT,Entertainment & Media
TX1250621058,2023-02-01,2023-02-04,12221.64,INR,DR,MakeMyTrip,CARD231604,MASTERCARD MAKEMYTRIP AHMEDABAD REF CARD231604,CARD,SAVINGS,Ahmedabad,pnr,TRAVEL,Travel – Flights & Rail
TX3193056627,2023-07-24,2023-07-24,118791.46,INR,CR,Corporate Expense Desk,NEFT1627117,NEFT NEFT1627117 ICICI CREDIT Corporate Expense Desk reimbursement,NEFT,SAVINGS,Chennai,reimbursement,INCOME,Income & Refunds
TX2970555356,2023-06-01,2023-06-01,15988.32,INR,DR,Coursera,NB3489409,AXIS NETBANK Coursera coursera NB3489409,NETBANKING,SAVINGS,Ahmedabad,coursera,EDUCATION,Education & Learning
TX9026485380,2023-03-13,2023-03-14,17798.99,INR,DR,Asian Paints,CARD209993,MASTERCARD ASIAN PAINTS BENGALURU REF CARD209993,CARD,CURRENT,Bengaluru,furnishing,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX4206391327,2023-08-12,2023-08-12,18865.47,INR,DR,OnePlus Experience Store,NB9669860,HDFC NETBANK OnePlus Experience Store appliance NB9669860,NETBANKING,SAVINGS,Ahmedabad,appliance,SHOPPING_ELECTRONICS,Shopping – Electronics & Appliances
TX4498305584,2023-12-14,2023-12-16,29010.55,INR,DR,Air India,CARD562393,VISA AIR INDIA PUNE REF CARD562393,CARD,SAVINGS,Pune,indigo,TRAVEL,Travel – Flights & Rail
TX6298035688,2023-01-09,2023-01-12,719.12,INR,DR,Airtel Payments,AUTO547044,AUTOPAY Airtel Payments mtnl REF AUTO547044,AUTOPAY,SAVINGS,Ahmedabad,mtnl,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX6945414307,2023-06-09,2023-06-11,11405.05,INR,DR,GiveIndia,UPI43380589,UPI/UPI43380589 GiveIndia@oksbi milaap HYDERABAD,UPI,CURRENT,Hyderabad,milaap,CHARITY,Charity & Donations
TX2277337048,2024-01-11,2024-01-14,52952.64,INR,DR,Unacademy,UPI63578499,UPI/UPI63578499 Unacademy@ybl university DELHI,UPI,CREDIT_CARD,Delhi,university,EDUCATION,Education & Learning
TX8510250901,2024-01-10,2024-01-11,19541.30,INR,DR,GiveIndia,UPI20702735,UPI/UPI20702735 GiveIndia@ybl ketto DELHI,UPI,SAVINGS,Delhi,ketto,CHARITY,Charity & Donations
TX2422411434,2024-03-20,2024-03-20,2056.93,INR,DR,NPCI,CARD712285,MASTERCARD NPCI BENGALURU REF CARD712285,CARD,CURRENT,Bengaluru,charge reversal,FEES,Fees & Adjustments
TX1673881701,2023-12-23,2023-12-26,733.93,INR,DR,Vodafone Idea,AUTO358068,AUTOPAY Vodafone Idea mobile bill REF AUTO358068,AUTOPAY,SAVINGS,Kolkata,mobile bill,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX6730440961,2023-09-04,2023-09-07,8236.54,INR,DR,Zoom,CARD535596,VISA ZOOM KOLKATA REF CARD535596,CARD,CREDIT_CARD,Kolkata,azure,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX4747866706,2023-04-20,2023-04-21,8619.21,INR,DR,Akshaya Patra Foundation,NB5809155,SBI NETBANK Akshaya Patra Foundation milaap NB5809155,NETBANKING,SAVINGS,Hyderabad,milaap,CHARITY,Charity & Donations
TX4542685914,2024-03-07,2024-03-09,3579.29,INR,DR,DMart Ready,UPI23024091,UPI/UPI23024091 DMart Ready@ibl natures basket DELHI,UPI,CURRENT,Delhi,natures basket,GROCERIES,Groceries & Daily Essentials
TX2813721083,2023-08-19,2023-08-19,1612.28,INR,DR,Tata Power Delhi Distribution,NB6927905,ICICI NETBANK Tata Power Delhi Distribution electricity NB6927905,NETBANKING,SAVINGS,Ahmedabad,electricity,UTILITIES_POWER,Utilities – Electricity
TX7007474405,2023-09-14,2023-09-17,390.91,INR,DR,Nature's Basket,CARD823360,AMEX NATURE'S BASKET KOLKATA REF CARD823360,CARD,SAVINGS,Kolkata,big basket,GROCERIES,Groceries & Daily Essentials
TX3424627233,2024-02-24,2024-02-27,10882.44,INR,DR,Indian Railways,UPI71299329,UPI/UPI71299329 Indian Railways@ybl indigo KOLKATA,UPI,CURRENT,Kolkata,indigo,TRAVEL,Travel – Flights & Rail
TX3441180871,2023-04-06,2023-04-09,185488.95,INR,CR,Employer Payroll,IMPS5238361,IMPS IMPS5238361 TO Employer Payroll CHENNAI,IMPS,SAVINGS,Chennai,stipend,INCOME,Income & Refunds
TX9215857061,2023-02-24,2023-02-25,413.15,INR,DR,Sony LIV,CARD230086,MASTERCARD SONY LIV KOLKATA REF CARD230086,CARD,CURRENT,Kolkata,bookmyshow,ENTERTAINMENT,Entertainment & Media
TX2842090356,2023-09-22,2023-09-24,41951.25,INR,DR,Apple Store,EMI192287,EMI Apple Store INST EMI192287,EMI,SAVINGS,Ahmedabad,sony center,SHOPPING_ELECTRONICS,Shopping – Electronics & Appliances
TX8029766837,2024-01-11,2024-01-14,5889.81,INR,DR,Adobe Creative Cloud,UPI21460580,UPI/UPI21460580 Adobe Creative Cloud@ybl adobe AHMEDABAD,UPI,CREDIT_CARD,Ahmedabad,adobe,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX4042535287,2023-02-06,2023-02-06,2601.03,INR,DR,Tata Power Delhi Distribution,NB1574319,HDFC NETBANK Tata Power Delhi Distribution adani electricity NB1574319,NETBANKING,CREDIT_CARD,Jaipur,adani electricity,UTILITIES_POWER,Utilities – Electricity
TX5670098215,2023-05-21,2023-05-22,2429.06,INR,DR,Reliance Fresh,CARD941469,RUPAY RELIANCE FRESH CHENNAI REF CARD941469,CARD,CURRENT,Chennai,reliance fresh,GROCERIES,Groceries & Daily Essentials
TX5855068338,2023-04-13,2023-04-15,20007.48,INR,DR,PharmEasy,UPI87010318,UPI/UPI87010318 PharmEasy@oksbi medicine KOLKATA,UPI,SAVINGS,Kolkata,medicine,HEALTH,Health & Wellness
TX7751894300,2024-04-19,2024-04-19,1029.19,INR,DR,Starbucks India,POS409141,POS CHENNAI STARBUCKS INDIA REF POS409141,POS,SAVINGS,Chennai,kfc,DINING,Dining & Food Delivery
TX8124042297,2023-01-19,2023-01-20,17628.54,INR,DR,Coursera,AUTO257503,AUTOPAY Coursera exam fee REF AUTO257503,AUTOPAY,CURRENT,Delhi,exam fee,EDUCATION,Education & Learning
TX3643796927,2023-03-28,2023-03-30,321.35,INR,DR,Vodafone Idea,NB3733271,AXIS NETBANK Vodafone Idea bsnl NB3733271,NETBANKING,CURRENT,Kolkata,bsnl,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX6530469672,2024-03-24,2024-03-27,1127.37,INR,DR,Uber India,CARD406315,RUPAY UBER INDIA CHENNAI REF CARD406315,CARD,SAVINGS,Chennai,lrt,MOBILITY,Mobility – Ride Hailing & Transit
TX2932620229,2023-12-02,2023-12-02,14118.10,INR,DR,Indian Railways,CARD194520,VISA INDIAN RAILWAYS JAIPUR REF CARD194520,CARD,SAVINGS,Jaipur,irctc,TRAVEL,Travel – Flights & Rail
TX1314063300,2023-12-13,2023-12-14,1287.68,INR,DR,Adobe Creative Cloud,CARD956424,MASTERCARD ADOBE CREATIVE CLOUD PUNE REF CARD956424,CARD,CREDIT_CARD,Pune,zoom,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX8004746983,2024-01-13,2024-01-16,30373.20,INR,DR,PharmEasy,UPI55394040,UPI/UPI55394040 PharmEasy@paytm apollo BENGALURU,UPI,CREDIT_CARD,Bengaluru,apollo,HEALTH,Health & Wellness
TX1132807913,2023-06-13,2023-06-15,2315.98,INR,DR,Shell India,CARD868784,VISA SHELL INDIA MUMBAI REF CARD868784,CARD,SAVINGS,Mumbai,surcharge reversal,FUEL,Fuel & Gas Stations
TX4068122251,2023-10-12,2023-10-13,680.31,INR,DR,Vodafone Idea,UPI67893238,UPI/UPI67893238 Vodafone Idea@ibl vi JAIPUR,UPI,SAVINGS,Jaipur,vi,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX1276119591,2023-01-15,2023-01-16,3295.71,INR,DR,Shell India,POS214828,POS PUNE SHELL INDIA REF POS214828,POS,CURRENT,Pune,indian oil,FUEL,Fuel & Gas Stations
TX9068293693,2023-10-16,2023-10-19,31557.74,INR,DR,Groww,CARD401086,MASTERCARD GROWW HYDERABAD REF CARD401086,CARD,CREDIT_CARD,Hyderabad,broker,FINANCIAL_SERVICES,Financial Services & Charges
TX7121058635,2023-06-22,2023-06-23,4402.90,INR,DR,Reliance Fresh,CARD982644,MASTERCARD RELIANCE FRESH KOLKATA REF CARD982644,CARD,CURRENT,Kolkata,bazaar,GROCERIES,Groceries & Daily Essentials
TX8596491729,2024-04-29,2024-04-30,1992.26,INR,DR,BSES Rajdhani Power,AUTO137287,AUTOPAY BSES Rajdhani Power mppkvvcl REF AUTO137287,AUTOPAY,CREDIT_CARD,Hyderabad,mppkvvcl,UTILITIES_POWER,Utilities – Electricity
TX1368737373,2023-08-30,2023-09-01,8093.03,INR,DR,Amazon India,CARD816560,VISA AMAZON INDIA JAIPUR REF CARD816560,CARD,CURRENT,Jaipur,amzn,SHOPPING_ECOM,Shopping – E-commerce Marketplaces
TX6519452932,2024-01-14,2024-01-17,1355.89,INR,DR,Sony LIV,UPI17149173,UPI/UPI17149173 Sony LIV@paytm steam CHENNAI,UPI,CREDIT_CARD,Chennai,steam,ENTERTAINMENT,Entertainment & Media
TX3486334062,2023-06-07,2023-06-10,8289.36,INR,DR,Google Workspace,CARD808435,AMEX GOOGLE WORKSPACE KOCHI REF CARD808435,CARD,CREDIT_CARD,Kochi,zoom,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX7500298014,2023-07-13,2023-07-13,1316.21,INR,DR,NPCI,NB5418643,YES NETBANK NPCI service charge NB5418643,NETBANKING,CREDIT_CARD,Delhi,service charge,FEES,Fees & Adjustments
TX6776441861,2023-04-05,2023-04-05,2248.57,INR,DR,Netflix,SUB525542,SUBSCRIPTION Netflix disney SUB525542,SUBSCRIPTION,CURRENT,Bengaluru,disney,ENTERTAINMENT,Entertainment & Media
TX1129269637,2023-01-22,2023-01-25,2515.41,INR,DR,DMart Ready,CARD538527,RUPAY DMART READY CHENNAI REF CARD538527,CARD,CREDIT_CARD,Chennai,natures basket,GROCERIES,Groceries & Daily Essentials
TX8650619000,2023-07-02,2023-07-05,3351.14,INR,DR,Bharat Petroleum,POS681373,POS BENGALURU BHARAT PETROLEUM REF POS681373,POS,CREDIT_CARD,Bengaluru,hindustan petroleum,FUEL,Fuel & Gas Stations
TX6815369074,2023-05-29,2023-06-01,1575.71,INR,DR,Starbucks India,POS209034,POS KOLKATA STARBUCKS INDIA REF POS209034,POS,CREDIT_CARD,Kolkata,mc donalds,DINING,Dining & Food Delivery
TX4743689777,2023-10-23,2023-10-24,2994.22,INR,DR,Nykaa,UPI14884687,UPI/UPI14884687 Nykaa@paytm delivered KOLKATA,UPI,CURRENT,Kolkata,delivered,SHOPPING_ECOM,Shopping – E-commerce Marketplaces
TX3667806770,2023-11-17,2023-11-20,22031.16,INR,DR,PharmEasy,NB4980258,HDFC NETBANK PharmEasy medicine NB4980258,NETBANKING,CREDIT_CARD,Bengaluru,medicine,HEALTH,Health & Wellness
TX8738719369,2023-02-26,2023-03-01,798.10,INR,DR,Zomato,CARD896322,MASTERCARD ZOMATO BENGALURU REF CARD896322,CARD,CURRENT,Bengaluru,mcd,DINING,Dining & Food Delivery
TX9141152491,2023-02-13,2023-02-13,4834.85,INR,DR,Myntra,CARD637126,VISA MYNTRA DELHI REF CARD637126,CARD,CURRENT,Delhi,cart,SHOPPING_ECOM,Shopping – E-commerce Marketplaces
TX5159820555,2023-06-09,2023-06-10,1606.86,INR,DR,Mahanagar Gas Limited,AUTO927124,AUTOPAY Mahanagar Gas Limited gail gas REF AUTO927124,AUTOPAY,CURRENT,Bengaluru,gail gas,UTILITIES_WATER_GAS,Utilities – Water & Piped Gas
TX8139851024,2023-12-23,2023-12-23,1249.11,INR,DR,Jio Platforms,UPI53403340,UPI/UPI53403340 Jio Platforms@ibl prepaid DELHI,UPI,CREDIT_CARD,Delhi,prepaid,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX6005638020,2024-03-27,2024-03-29,2612.46,INR,DR,Sony LIV,UPI50081380,UPI/UPI50081380 Sony LIV@paytm subscription MUMBAI,UPI,SAVINGS,Mumbai,subscription,ENTERTAINMENT,Entertainment & Media
TX4568220370,2023-06-01,2023-06-01,802.98,INR,DR,Rapido,CARD188813,RUPAY RAPIDO MUMBAI REF CARD188813,CARD,CREDIT_CARD,Mumbai,indrive,MOBILITY,Mobility – Ride Hailing & Transit
TX6060417594,2023-02-15,2023-02-16,33166.81,INR,DR,Local Schools,UPI25967693,UPI/UPI25967693 Local Schools@oksbi university BENGALURU,UPI,CREDIT_CARD,Bengaluru,university,EDUCATION,Education & Learning
TX9889750526,2023-04-17,2023-04-20,1640.21,INR,DR,Starbucks India,CARD785120,AMEX STARBUCKS INDIA KOLKATA REF CARD785120,CARD,CREDIT_CARD,Kolkata,mcd,DINING,Dining & Food Delivery
TX8811356097,2024-02-01,2024-02-04,173802.86,INR,CR,Corporate Expense Desk,IMPS9850170,IMPS IMPS9850170 TO Corporate Expense Desk HYDERABAD,IMPS,CURRENT,Hyderabad,reversal,INCOME,Income & Refunds
TX8802342638,2023-10-01,2023-10-03,2630.15,INR,DR,Reliance Fresh,UPI63558851,UPI/UPI63558851 Reliance Fresh@ybl mart KOCHI,UPI,SAVINGS,Kochi,mart,GROCERIES,Groceries & Daily Essentials
TX3892398573,2023-04-12,2023-04-12,2428.81,INR,DR,Netflix,CARD895249,VISA NETFLIX CHENNAI REF CARD895249,CARD,SAVINGS,Chennai,steam,ENTERTAINMENT,Entertainment & Media
TX7765711296,2023-11-21,2023-11-23,42597.67,INR,DR,Croma,EMI396128,EMI Croma INST EMI396128,EMI,CURRENT,Ahmedabad,croma,SHOPPING_ELECTRONICS,Shopping – Electronics & Appliances
TX5680320215,2024-01-13,2024-01-15,37711.12,INR,DR,LIC of India,NEFT7267687,NEFT NEFT7267687 SBI CREDIT LIC of India lic,NEFT,SAVINGS,Mumbai,lic,FINANCIAL_SERVICES,Financial Services & Charges
TX4576366218,2023-08-24,2023-08-24,9265.16,INR,DR,Akshaya Patra Foundation,UPI90892580,UPI/UPI90892580 Akshaya Patra Foundation@ibl giveindia PUNE,UPI,SAVINGS,Pune,giveindia,CHARITY,Charity & Donations
TX3019657959,2023-11-07,2023-11-10,1255.18,INR,DR,Zomato,UPI41334417,UPI/UPI41334417 Zomato@ibl takeaway AHMEDABAD,UPI,CREDIT_CARD,Ahmedabad,takeaway,DINING,Dining & Food Delivery
TX5005420158,2023-05-22,2023-05-25,518.22,INR,DR,Payment Gateway,CARD386458,VISA PAYMENT GATEWAY AHMEDABAD REF CARD386458,CARD,SAVINGS,Ahmedabad,fastag,FEES,Fees & Adjustments
TX7197357134,2024-01-05,2024-01-07,33589.61,INR,DR,OnePlus Experience Store,EMI679207,EMI OnePlus Experience Store INST EMI679207,EMI,CREDIT_CARD,Hyderabad,reliance digital,SHOPPING_ELECTRONICS,Shopping – Electronics & Appliances
TX1303365246,2023-09-22,2023-09-24,92231.18,INR,CR,Income Tax Department,IMPS6985384,IMPS IMPS6985384 TO Income Tax Department HYDERABAD,IMPS,SAVINGS,Hyderabad,treasury,INCOME,Income & Refunds
TX8855805776,2023-04-02,2023-04-04,6962.79,INR,DR,Myntra,UPI52034782,UPI/UPI52034782 Myntra@upi fkrt AHMEDABAD,UPI,CREDIT_CARD,Ahmedabad,fkrt,SHOPPING_ECOM,Shopping – E-commerce Marketplaces
TX4222089743,2023-05-06,2023-05-07,27923.40,INR,DR,PolicyBazaar,CARD153120,AMEX POLICYBAZAAR HYDERABAD REF CARD153120,CARD,CURRENT,Hyderabad,sip,FINANCIAL_SERVICES,Financial Services & Charges
TX3434095831,2023-03-20,2023-03-21,109255.33,INR,CR,Employer Payroll,SAL248614,SALARY CREDIT Employer Payroll SAL248614,SALARY,SAVINGS,Bengaluru,income tax,INCOME,Income & Refunds
TX2487958865,2023-06-24,2023-06-26,156051.61,INR,CR,Employer Payroll,NEFT8457092,NEFT NEFT8457092 SBI CREDIT Employer Payroll treasury,NEFT,CURRENT,Delhi,treasury,INCOME,Income & Refunds
TX9308707410,2023-04-08,2023-04-10,48187.72,INR,DR,Reliance Digital,EMI537049,EMI Reliance Digital INST EMI537049,EMI,CURRENT,Bengaluru,vivo,SHOPPING_ELECTRONICS,Shopping – Electronics & Appliances
TX6479997798,2023-07-11,2023-07-12,53262.72,INR,DR,IKEA India,NB7112846,KOTAK NETBANK IKEA India ikea NB7112846,NETBANKING,CREDIT_CARD,Hyderabad,ikea,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX5088544456,2023-08-14,2023-08-16,1537.88,INR,DR,Mahanagar Gas Limited,NB6120408,ICICI NETBANK Mahanagar Gas Limited piped gas NB6120408,NETBANKING,SAVINGS,Ahmedabad,piped gas,UTILITIES_WATER_GAS,Utilities – Water & Piped Gas
TX7267534276,2023-11-04,2023-11-05,2132.07,INR,DR,Netflix,SUB528032,SUBSCRIPTION Netflix netflix SUB528032,SUBSCRIPTION,CURRENT,Kolkata,netflix,ENTERTAINMENT,Entertainment & Media
TX2827621252,2023-10-17,2023-10-19,465.89,INR,DR,Delhi Metro Rail Corporation,UPI95700164,UPI/UPI95700164 Delhi Metro Rail Corporation@oksbi indrive HYDERABAD,UPI,CURRENT,Hyderabad,indrive,MOBILITY,Mobility – Ride Hailing & Transit
TX8898132416,2023-07-12,2023-07-15,1834.63,INR,DR,NPCI,CARD891307,AMEX NPCI JAIPUR REF CARD891307,CARD,CURRENT,Jaipur,surcharge,FEES,Fees & Adjustments
TX9176992262,2023-04-20,2023-04-20,613.88,INR,DR,Ola Cabs,CARD559344,MASTERCARD OLA CABS BENGALURU REF CARD559344,CARD,CURRENT,Bengaluru,dmrc,MOBILITY,Mobility – Ride Hailing & Transit
TX8941828093,2023-08-28,2023-08-29,1148.76,INR,DR,FASTag Issuer,NB1277556,HDFC NETBANK FASTag Issuer fastag NB1277556,NETBANKING,CURRENT,Kolkata,fastag,FEES,Fees & Adjustments
TX2819693245,2024-01-25,2024-01-25,448.54,INR,DR,Indraprastha Gas Limited,NB5102579,AXIS NETBANK Indraprastha Gas Limited gas bill NB5102579,NETBANKING,CREDIT_CARD,Chennai,gas bill,UTILITIES_WATER_GAS,Utilities – Water & Piped Gas
TX7137751311,2024-03-18,2024-03-19,1608.77,INR,DR,Payment Gateway,CARD654756,VISA PAYMENT GATEWAY KOCHI REF CARD654756,CARD,SAVINGS,Kochi,chargeback,FEES,Fees & Adjustments
TX5998993713,2023-08-29,2023-08-30,8698.27,INR,DR,Amazon India,UPI14126167,UPI/UPI14126167 Amazon India@paytm azn DELHI,UPI,CREDIT_CARD,Delhi,azn,SHOPPING_ECOM,Shopping – E-commerce Marketplaces
TX7037174188,2023-12-31,2024-01-01,1650.84,INR,DR,FASTag Issuer,CARD620293,RUPAY FASTAG ISSUER JAIPUR REF CARD620293,CARD,CURRENT,Jaipur,chargeback,FEES,Fees & Adjustments
TX5180226802,2023-05-23,2023-05-23,61314.42,INR,DR,Asian Paints,NB5749267,SBI NETBANK Asian Paints home centre NB5749267,NETBANKING,CURRENT,Kolkata,home centre,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX8276438503,2023-06-01,2023-06-01,3005.35,INR,DR,Nature's Basket,CARD183372,MASTERCARD NATURE'S BASKET KOLKATA REF CARD183372,CARD,CURRENT,Kolkata,fresh to home,GROCERIES,Groceries & Daily Essentials
TX8646701011,2024-04-10,2024-04-12,1816.92,INR,DR,Delhi Jal Board,NB5993942,ICICI NETBANK Delhi Jal Board water board NB5993942,NETBANKING,SAVINGS,Bengaluru,water board,UTILITIES_WATER_GAS,Utilities – Water & Piped Gas
TX1633219184,2023-04-17,2023-04-17,964.88,INR,DR,Zomato,UPI85243455,UPI/UPI85243455 Zomato@paytm zomato JAIPUR,UPI,SAVINGS,Jaipur,zomato,DINING,Dining & Food Delivery
TX8832665783,2023-07-22,2023-07-24,36029.69,INR,DR,Unacademy,NB6358060,SBI NETBANK Unacademy byjus NB6358060,NETBANKING,CREDIT_CARD,Kochi,byjus,EDUCATION,Education & Learning
TX5228728161,2023-09-22,2023-09-25,20171.92,INR,DR,OnePlus Experience Store,CARD563119,RUPAY ONEPLUS EXPERIENCE STORE AHMEDABAD REF CARD563119,CARD,SAVINGS,Ahmedabad,samsung,SHOPPING_ELECTRONICS,Shopping – Electronics & Appliances
TX9884073891,2023-08-24,2023-08-24,616.11,INR,DR,Ola Cabs,UPI87852582,UPI/UPI87852582 Ola Cabs@ibl namma metro KOCHI,UPI,SAVINGS,Kochi,namma metro,MOBILITY,Mobility – Ride Hailing & Transit
